wage,wage_hat,wage_uhat,female,educ,meduc,meducf,exper,tenure,nonwhite,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,exper2,college1,college2,male,lwage2,l2wage,educ2,feduc,xxx
5.65,5.59145927429199,0.0585405714809895,0,12,12.5627374649048,12.7883214950562,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.73165559768677,4,0,0,1,3.46331119537354,2.42480278015137,24,0,-12
4.51,5.59145927429199,-1.08145940303803,0,12,12.5627374649048,12.7883214950562,5,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.50629711151123,25,0,0,1,3.01259422302246,2.19944429397583,24,0,-12
3.3,5.59145927429199,-2.29145932197571,0,12,12.5627374649048,12.7883214950562,25,8,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1.19392251968384,625,0,0,1,2.38784503936768,1.88706970214844,24,0,-12
17.33,7.75689649581909,9.57310390472412,0,16,12.5627374649048,12.7883214950562,14,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2.85243916511536,196,1,1,1,5.70487833023071,3.54558634757996,32,0,-16
6,3.42602229118347,2.57397770881653,0,8,12.5627374649048,12.7883214950562,44,28,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.7917594909668,1936,0,0,1,3.58351898193359,2.4849066734314,16,0,-8
18.89,8.29825592041016,10.5917444229126,0,17,12.5627374649048,12.7883214950562,26,20,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2.93863272666931,676,1,1,1,5.87726545333862,3.63177990913391,34,0,-17
6.67,5.59145927429199,1.07854056358337,0,12,12.5627374649048,12.7883214950562,35,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.89761984348297,1225,0,0,1,3.79523968696594,2.59076714515686,24,0,-12
6.88,6.13281869888306,0.747181296348572,0,13,12.5627374649048,12.7883214950562,34,21,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.92861866950989,1156,0,0,1,3.85723733901978,2.62176585197449,26,0,-13
8.8,7.75689649581909,1.04310357570648,0,16,12.5627374649048,12.7883214950562,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.17475175857544,81,1,1,1,4.34950351715088,2.86789894104004,32,0,-16
6.76,5.59145927429199,1.16854059696198,0,12,12.5627374649048,12.7883214950562,19,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1.91102290153503,361,0,0,1,3.82204580307007,2.60417008399963,24,0,-12
5,7.21553707122803,-2.21553730964661,0,15,12.5627374649048,12.7883214950562,15,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.60943794250488,225,0,0,1,3.21887588500977,2.30258512496948,30,0,-15
7.5,5.59145927429199,1.90854060649872,0,12,12.5627374649048,12.7883214950562,11,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.01490306854248,121,0,0,1,4.02980613708496,2.70805025100708,24,0,-12
3,6.13281869888306,-3.13281869888306,0,13,12.5627374649048,12.7883214950562,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0986123085022,9,0,0,1,2.19722461700439,1.7917594909668,26,0,-13
4.5,5.05010032653809,-0.550100147724152,0,11,12.5627374649048,12.7883214950562,37,10,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1.5040774345398,1369,0,0,1,3.00815486907959,2.19722461700439,22,0,-11
3.75,4.50874090194702,-0.758740901947022,0,10,12.5627374649048,12.7883214950562,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.32175588607788,225,0,0,1,2.64351177215576,2.01490306854248,20,0,-10
8.43,3.42602229118347,5.00397777557373,0,8,12.5627374649048,12.7883214950562,27,3,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2.13179683685303,729,0,0,1,4.26359367370606,2.82494401931763,16,0,-8
6.25,7.75689649581909,-1.50689649581909,0,16,12.5627374649048,12.7883214950562,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.83258152008057,25,1,1,1,3.66516304016113,2.52572870254517,32,0,-16
3.5,6.67417812347412,-3.17417788505554,0,14,12.5627374649048,12.7883214950562,18,2,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.25276291370392,324,0,0,1,2.50552582740784,1.94591009616852,28,0,-14
4.55,5.59145927429199,-1.041459441185,0,12,12.5627374649048,12.7883214950562,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.51512718200684,121,0,0,1,3.03025436401367,2.20827436447144,24,0,-12
11.25,8.83961486816406,2.41038513183594,0,18,12.5627374649048,12.7883214950562,15,7,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2.42036819458008,225,1,1,1,4.84073638916016,3.11351537704468,36,0,-18
5.78,7.75689649581909,-1.97689640522003,0,16,12.5627374649048,12.7883214950562,11,4,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1.7544037103653,121,1,1,1,3.50880742073059,2.44755077362061,32,0,-16
3,5.05010032653809,-2.05010008811951,0,11,12.5627374649048,12.7883214950562,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0986123085022,4,0,0,1,2.19722461700439,1.7917594909668,22,0,-11
4.55,7.75689649581909,-3.20689654350281,0,16,12.5627374649048,12.7883214950562,34,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.51512718200684,1156,1,1,1,3.03025436401367,2.20827436447144,32,0,-16
4.5,5.59145927429199,-1.09145939350128,0,12,12.5627374649048,12.7883214950562,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5040774345398,9,0,0,1,3.00815486907959,2.19722461700439,24,0,-12
4.5,5.59145927429199,-1.09145939350128,0,12,12.5627374649048,12.7883214950562,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5040774345398,169,0,0,1,3.00815486907959,2.19722461700439,24,0,-12
3.25,5.59145927429199,-2.34145951271057,0,12,12.5627374649048,12.7883214950562,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.1786550283432,16,0,0,1,2.3573100566864,1.8718022108078,24,0,-12
11.76,6.67417812347412,5.08582210540772,0,14,12.5627374649048,12.7883214950562,40,39,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.46470403671265,1600,0,0,1,4.92940807342529,3.15785121917725,28,0,-14
11.82,7.75689649581909,4.06310367584229,0,16,12.5627374649048,12.7883214950562,35,13,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2.46979308128357,1225,1,1,1,4.93958616256714,3.16294026374817,32,0,-16
4.91,5.59145927429199,-0.681459426879883,0,12,12.5627374649048,12.7883214950562,17,8,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59127390384674,289,0,0,1,3.18254780769348,2.28442120552063,24,0,-12
5,6.67417812347412,-1.67417800426483,0,14,12.5627374649048,12.7883214950562,19,5,0,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1.60943794250488,361,0,0,1,3.21887588500977,2.30258512496948,28,0,-14
3.75,8.83961486816406,-5.08961486816406,0,18,12.5627374649048,12.7883214950562,1,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1.32175588607788,1,1,1,1,2.64351177215576,2.01490306854248,36,0,-18
4.5,5.05010032653809,-0.550100147724152,0,11,12.5627374649048,12.7883214950562,3,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.5040774345398,9,0,0,1,3.00815486907959,2.19722461700439,22,0,-11
5.5,5.59145927429199,-0.0914594307541847,0,12,12.5627374649048,12.7883214950562,18,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.70474803447723,324,0,0,1,3.40949606895447,2.39789533615112,24,0,-12
13.7,7.21553707122803,6.48446273803711,0,15,12.5627374649048,12.7883214950562,20,13,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,2.61739587783813,400,0,0,1,5.23479175567627,3.31054306030273,30,0,-15
5.5,5.59145927429199,-0.0914594307541847,0,12,12.5627374649048,12.7883214950562,9,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.70474803447723,81,0,0,1,3.40949606895447,2.39789533615112,24,0,-12
9.56,7.75689649581909,1.80310356616974,0,16,12.5627374649048,12.7883214950562,3,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,2.25758767127991,9,1,1,1,4.51517534255981,2.95073485374451,32,0,-16
3.8,7.21553707122803,-3.41553711891174,0,15,12.5627374649048,12.7883214950562,6,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.33500111103058,36,0,0,1,2.67000222206116,2.02814817428589,30,0,-15
5.6,5.05010032653809,0.549899816513062,0,11,12.5627374649048,12.7883214950562,11,8,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1.72276663780212,121,0,0,1,3.44553327560425,2.41591382026672,22,0,-11
8.75,7.75689649581909,0.993103563785553,0,16,12.5627374649048,12.7883214950562,3,2,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2.16905379295349,9,1,1,1,4.33810758590698,2.86220097541809,32,0,-16
3.95,2.3433039188385,1.60669612884521,0,6,12.5627374649048,12.7883214950562,49,6,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1.37371551990509,2401,0,0,1,2.74743103981018,2.06686282157898,12,0,-6
11.11,5.59145927429199,5.51854038238525,0,12,12.5627374649048,12.7883214950562,30,8,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2.40784549713135,900,0,0,1,4.8156909942627,3.10099267959595,24,0,-12
8.92,8.83961486816406,0.0803850218653679,0,18,12.5627374649048,12.7883214950562,3,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.18829584121704,9,1,1,1,4.37659168243408,2.88144302368164,36,0,-18
10.91,5.59145927429199,5.31854057312012,0,12,12.5627374649048,12.7883214950562,25,23,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2.38967990875244,625,0,0,1,4.77935981750488,3.08282709121704,24,0,-12
8.75,5.59145927429199,3.15854048728943,0,12,12.5627374649048,12.7883214950562,4,4,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2.16905379295349,16,0,0,1,4.33810758590698,2.86220097541809,24,0,-12
8.75,5.59145927429199,3.15854048728943,0,12,12.5627374649048,12.7883214950562,24,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.16905379295349,576,0,0,1,4.33810758590698,2.86220097541809,24,0,-12
10,3.42602229118347,6.57397747039795,0,8,12.5627374649048,12.7883214950562,9,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.30258512496948,81,0,0,1,4.60517024993897,2.99573230743408,16,0,-8
3,5.59145927429199,-2.59145951271057,0,12,12.5627374649048,12.7883214950562,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0986123085022,1,0,0,1,2.19722461700439,1.7917594909668,24,0,-12
5,6.67417812347412,-1.67417800426483,0,14,12.5627374649048,12.7883214950562,15,5,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1.60943794250488,225,0,0,1,3.21887588500977,2.30258512496948,28,0,-14
10,8.29825592041016,1.70174431800842,0,17,12.5627374649048,12.7883214950562,5,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.30258512496948,25,1,1,1,4.60517024993897,2.99573230743408,34,0,-17
9.05,5.59145927429199,3.45854067802429,0,12,12.5627374649048,12.7883214950562,10,2,0,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,2.20276474952698,100,0,0,1,4.40552949905396,2.89591193199158,24,0,-12
8.18,6.13281869888306,2.04718136787415,0,13,12.5627374649048,12.7883214950562,21,5,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2.10169219970703,441,0,0,1,4.20338439941406,2.79483938217163,26,0,-13
11.25,8.29825592041016,2.95174431800842,0,17,12.5627374649048,12.7883214950562,28,25,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2.42036819458008,784,1,1,1,4.84073638916016,3.11351537704468,34,0,-17
6.5,4.50874090194702,1.99125909805298,0,10,12.5627374649048,12.7883214950562,14,11,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1.8718022108078,196,0,0,1,3.7436044216156,2.56494927406311,20,0,-10
5.9,5.59145927429199,0.30854058265686,0,12,12.5627374649048,12.7883214950562,14,7,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1.77495229244232,196,0,0,1,3.54990458488464,2.46809959411621,24,0,-12
7.5,5.59145927429199,1.90854060649872,0,12,12.5627374649048,12.7883214950562,18,5,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2.01490306854248,324,0,0,1,4.02980613708496,2.70805025100708,24,0,-12
3.15,5.59145927429199,-2.44145941734314,0,12,12.5627374649048,12.7883214950562,26,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.14740240573883,676,0,0,1,2.29480481147766,1.84054958820343,24,0,-12
2.9,2.3433039188385,0.556696116924286,0,6,12.5627374649048,12.7883214950562,49,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.06471073627472,2401,0,0,1,2.12942147254944,1.75785791873932,12,0,-6
5,3.96738171577454,1.03261840343475,0,9,12.5627374649048,12.7883214950562,31,9,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1.60943794250488,961,0,0,1,3.21887588500977,2.30258512496948,18,0,-9
10,5.59145927429199,4.40854072570801,0,12,12.5627374649048,12.7883214950562,31,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.30258512496948,961,0,0,1,4.60517024993897,2.99573230743408,24,0,-12
8.75,5.59145927429199,3.15854048728943,0,12,12.5627374649048,12.7883214950562,47,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16905379295349,2209,0,0,1,4.33810758590698,2.86220097541809,24,0,-12
6.46,5.59145927429199,0.868540585041046,0,12,12.5627374649048,12.7883214950562,27,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.86562931537628,729,0,0,1,3.73125863075256,2.55877661705017,24,0,-12
12.5,7.21553707122803,5.28446292877197,0,15,12.5627374649048,12.7883214950562,30,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2.52572870254517,900,0,0,1,5.05145740509033,3.21887588500977,30,0,-15
3.75,0.177866846323013,3.57213306427002,0,2,12.5627374649048,12.7883214950562,39,13,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.32175588607788,1521,0,0,1,2.64351177215576,2.01490306854248,4,0,-2
13.08,8.29825592041016,4.78174448013306,0,17,12.5627374649048,12.7883214950562,17,2,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.57108426094055,289,1,1,1,5.1421685218811,3.26423144340515,34,0,-17
3.85,7.75689649581909,-3.90689635276794,0,16,12.5627374649048,12.7883214950562,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.34807312488556,25,1,1,1,2.69614624977112,2.04122042655945,32,0,-16
10.95,7.75689649581909,3.19310355186462,0,16,12.5627374649048,12.7883214950562,23,20,0,1,4,1,0,1,0,0,1,0,0,0,0,1,0,0,2.39333939552307,529,1,1,1,4.78667879104614,3.08648657798767,32,0,-16
10,3.42602229118347,6.57397747039795,0,8,12.5627374649048,12.7883214950562,13,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.30258512496948,169,0,0,1,4.60517024993897,2.99573230743408,16,0,-8
7.5,7.75689649581909,-0.256896466016769,0,16,12.5627374649048,12.7883214950562,11,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2.01490306854248,121,1,1,1,4.02980613708496,2.70805025100708,32,0,-16
2.95,6.67417812347412,-3.72417783737183,0,14,12.5627374649048,12.7883214950562,41,23,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.08180522918701,1681,0,0,1,2.16361045837402,1.77495229244232,28,0,-14
6.08,7.75689649581909,-1.67689645290375,0,16,12.5627374649048,12.7883214950562,42,10,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.80500471591949,1764,1,1,1,3.61000943183899,2.4981517791748,32,0,-16
5.95,5.05010032653809,0.899899840354919,0,11,12.5627374649048,12.7883214950562,15,9,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.78339123725891,225,0,0,1,3.56678247451782,2.47653841972351,22,0,-11
7.14,8.83961486816406,-1.69961500167847,0,18,12.5627374649048,12.7883214950562,13,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.96571278572083,169,1,1,1,3.93142557144165,2.65885996818543,36,0,-18
1.5,3.42602229118347,-1.92602241039276,0,8,12.5627374649048,12.7883214950562,31,30,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.405465096235275,961,0,0,1,0.810930192470551,1.0986123085022,16,0,-8
3.52,5.59145927429199,-2.07145953178406,0,12,12.5627374649048,12.7883214950562,48,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.25846099853516,2304,0,0,1,2.51692199707031,1.95160818099976,24,0,-12
8,5.59145927429199,2.40854048728943,0,12,12.5627374649048,12.7883214950562,17,6,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2.0794415473938,289,0,0,1,4.1588830947876,2.7725887298584,24,0,-12
3.91,8.83961486816406,-4.92961502075195,0,18,12.5627374649048,12.7883214950562,17,3,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.36353743076324,289,1,1,1,2.72707486152649,2.05668449401855,36,0,-18
6.08,7.75689649581909,-1.67689645290375,0,16,12.5627374649048,12.7883214950562,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.80500471591949,81,1,1,1,3.61000943183899,2.4981517791748,32,0,-16
6.36,7.75689649581909,-1.39689648151398,0,16,12.5627374649048,12.7883214950562,25,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1.85002839565277,625,1,1,1,3.70005679130554,2.54317545890808,32,0,-16
6.5,5.59145927429199,0.908540546894074,0,12,12.5627374649048,12.7883214950562,33,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8718022108078,1089,0,0,1,3.7436044216156,2.56494927406311,24,0,-12
4.75,5.59145927429199,-0.841459453105927,0,12,12.5627374649048,12.7883214950562,19,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1.55814456939697,361,0,0,1,3.11628913879395,2.25129175186157,24,0,-12
3.5,3.42602229118347,0.0739776045084,0,8,12.5627374649048,12.7883214950562,4,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1.25276291370392,16,0,0,1,2.50552582740784,1.94591009616852,16,0,-8
3.64,5.59145927429199,-1.9514594078064,0,12,12.5627374649048,12.7883214950562,7,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.29198372364044,49,0,0,1,2.58396744728088,1.98513090610504,24,0,-12
4,5.59145927429199,-1.59145939350128,0,12,12.5627374649048,12.7883214950562,22,3,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1.3862943649292,484,0,0,1,2.7725887298584,2.0794415473938,24,0,-12
6.25,7.75689649581909,-1.50689649581909,0,16,12.5627374649048,12.7883214950562,4,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.83258152008057,16,1,1,1,3.66516304016113,2.52572870254517,32,0,-16
2.92,0.719226121902466,2.20077395439148,0,3,12.5627374649048,12.7883214950562,51,30,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.07158362865448,2601,0,0,1,2.14316725730896,1.76473081111908,6,0,-3
5.52,6.13281869888306,-0.612818658351898,0,13,12.5627374649048,12.7883214950562,31,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.70837783813477,961,0,0,1,3.41675567626953,2.40152502059937,26,0,-13
6.11,6.67417812347412,-0.564177930355072,0,14,12.5627374649048,12.7883214950562,15,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.80992674827576,225,0,0,1,3.61985349655151,2.50307393074036,28,0,-14
5.4,5.59145927429199,-0.191459432244301,0,12,12.5627374649048,12.7883214950562,6,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.68639898300171,36,0,0,1,3.37279796600342,2.37954616546631,24,0,-12
5.25,5.59145927429199,-0.341459423303604,0,12,12.5627374649048,12.7883214950562,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1.65822803974152,16,0,0,1,3.31645607948303,2.35137534141541,24,0,-12
9.09,7.21553707122803,1.87446284294128,0,15,12.5627374649048,12.7883214950562,11,12,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2.2071750164032,121,0,0,1,4.4143500328064,2.9003221988678,30,0,-15
12.5,6.67417812347412,5.82582187652588,0,14,12.5627374649048,12.7883214950562,40,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.52572870254517,1600,0,0,1,5.05145740509033,3.21887588500977,28,0,-14
4.33,8.83961486816406,-4.50961494445801,0,18,12.5627374649048,12.7883214950562,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.46556758880615,1,1,1,1,2.9311351776123,2.15871477127075,36,0,-18
8.33,7.75689649581909,0.573103547096252,0,16,12.5627374649048,12.7883214950562,6,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2.11986351013184,36,1,1,1,4.23972702026367,2.81301069259644,32,0,-16
2.5,5.59145927429199,-3.09145951271057,0,12,12.5627374649048,12.7883214950562,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916290760040283,4,0,0,1,1.83258152008057,1.60943794250488,24,0,-12
2.9,5.05010032653809,-2.15010023117065,0,11,12.5627374649048,12.7883214950562,1,2,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1.06471073627472,1,0,0,1,2.12942147254944,1.75785791873932,22,0,-11
6.88,8.83961486816406,-1.95961499214172,0,18,12.5627374649048,12.7883214950562,4,4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.92861866950989,16,1,1,1,3.85723733901978,2.62176585197449,36,0,-18
3,7.21553707122803,-4.21553707122803,0,15,12.5627374649048,12.7883214950562,32,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.0986123085022,1024,0,0,1,2.19722461700439,1.7917594909668,30,0,-15
22.86,7.75689649581909,15.1031036376953,0,16,12.5627374649048,12.7883214950562,16,7,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3.12938857078552,256,1,1,1,6.25877714157105,3.82253575325012,32,0,-16
3.65,6.67417812347412,-3.02417802810669,0,14,12.5627374649048,12.7883214950562,9,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.29472720623016,81,0,0,1,2.58945441246033,1.98787438869476,28,0,-14
3.08,5.59145927429199,-2.51145935058594,0,12,12.5627374649048,12.7883214950562,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.12492954730988,9,0,0,1,2.24985909461975,1.81807672977448,24,0,-12
5.91,5.59145927429199,0.318540573120117,0,12,12.5627374649048,12.7883214950562,14,6,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.77664577960968,196,0,0,1,3.55329155921936,2.46979308128357,24,0,-12
10,5.59145927429199,4.40854072570801,0,12,12.5627374649048,12.7883214950562,25,3,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.30258512496948,625,0,0,1,4.60517024993897,2.99573230743408,24,0,-12
8.5,3.42602229118347,5.07397747039795,0,8,12.5627374649048,12.7883214950562,38,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.14006614685059,1444,0,0,1,4.28013229370117,2.83321332931519,16,0,-8
10,8.83961486816406,1.16038501262665,0,18,12.5627374649048,12.7883214950562,9,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.30258512496948,81,1,1,1,4.60517024993897,2.99573230743408,36,0,-18
5.3,5.59145927429199,-0.291459441184998,0,12,12.5627374649048,12.7883214950562,7,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.66770684719086,49,0,0,1,3.33541369438171,2.36085391044617,24,0,-12
19.98,6.67417812347412,13.3058223724365,0,14,12.5627374649048,12.7883214950562,26,23,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2.99473166465759,676,0,0,1,5.98946332931519,3.68787884712219,28,0,-14
4.38,7.75689649581909,-3.37689638137817,0,16,12.5627374649048,12.7883214950562,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.47704875469208,49,1,1,1,2.95409750938416,2.17019581794739,32,0,-16
3.75,5.59145927429199,-1.84145939350128,0,12,12.5627374649048,12.7883214950562,11,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.32175588607788,121,0,0,1,2.64351177215576,2.01490306854248,24,0,-12
5.75,6.67417812347412,-0.924177944660187,0,14,12.5627374649048,12.7883214950562,6,5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.74919986724854,36,0,0,1,3.49839973449707,2.44234704971313,28,0,-14
5.71,7.75689649581909,-2.04689645767212,0,16,12.5627374649048,12.7883214950562,10,5,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.74221897125244,100,1,1,1,3.48443794250488,2.43536615371704,32,0,-16
6.88,5.59145927429199,1.28854060173035,0,12,12.5627374649048,12.7883214950562,31,19,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1.92861866950989,961,0,0,1,3.85723733901978,2.62176585197449,24,0,-12
9.85,3.42602229118347,6.42397737503052,0,8,12.5627374649048,12.7883214950562,40,24,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.28747153282166,1600,0,0,1,4.57494306564331,2.98061871528626,16,0,-8
4.5,6.67417812347412,-2.17417788505554,0,14,12.5627374649048,12.7883214950562,5,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.5040774345398,25,0,0,1,3.00815486907959,2.19722461700439,28,0,-14
2,3.96738171577454,-1.96738159656525,0,9,12.5627374649048,12.7883214950562,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0.6931471824646,4,0,0,1,1.3862943649292,1.3862943649292,18,0,-9
5.11,5.05010032653809,0.0598998293280602,0,11,12.5627374649048,12.7883214950562,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.6311993598938,9,0,0,1,3.2623987197876,2.3243465423584,22,0,-11
6.25,4.50874090194702,1.74125909805298,0,10,12.5627374649048,12.7883214950562,36,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.83258152008057,1296,0,0,1,3.66516304016113,2.52572870254517,20,0,-10
4.67,7.21553707122803,-2.54553723335266,0,15,12.5627374649048,12.7883214950562,13,18,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1.54115903377533,169,0,0,1,3.08231806755066,2.23430633544922,30,0,-15
10,6.67417812347412,3.32582211494446,0,14,12.5627374649048,12.7883214950562,43,4,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.30258512496948,1849,0,0,1,4.60517024993897,2.99573230743408,28,0,-14
12.39,6.67417812347412,5.71582221984863,0,14,12.5627374649048,12.7883214950562,42,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.51688981056213,1764,0,0,1,5.03377962112427,3.21003699302673,28,0,-14
8.75,7.75689649581909,0.993103563785553,0,16,12.5627374649048,12.7883214950562,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.16905379295349,1,1,1,1,4.33810758590698,2.86220097541809,32,0,-16
